账号,市场,证券代码,操作,成交价格,成交数量,成交金额,手续费,成交日期,成交时间,委托编号,成交编号,订单编号,策略名称,备注,委托类型
2____10140____100____49____1219020189____,SZ,002648,最优五档即时成交剩余撤销卖出,27.620,100,2762.00,0.00,20260903,93035,12043,0101000002428333,940572718,rolling,,48
2____10140____100____49____1219020189____,SH,601988,最优五档即时成交剩余撤销卖出,6.630,100,663.00,0.00,20260903,93034,11133,0000000001164482,940572698,rolling,,48
2____10140____100____49____1219020189____,SH,600028,最优五档即时成交剩余撤销卖出,5.460,100,546.00,0.00,20260903,93034,11011,0000000001166312,940572692,rolling,,48
2____10140____100____49____1219020189____,SZ,000938,最优五档即时成交剩余撤销卖出,38.780,100,3878.00,0.00,20260903,93035,12056,0105000002496602,940572721,rolling,,48
2____10140____100____49____1219020189____,SH,600025,最优五档即时成交剩余撤销卖出,9.870,1000,9870.00,0.00,20260903,93035,11226,0000000001177694,940572701,pca_strategy,,48
2____10140____100____49____1219020189____,SZ,000977,最优五档即时成交剩余撤销卖出,87.420,100,8742.00,0.00,20260903,93035,12069,0103000002377256,940572722,rolling,,48
2____10140____100____49____1219020189____,SH,600760,最优五档即时成交剩余撤销卖出,47.660,100,4766.00,0.00,20260903,93035,11077,0000000001178741,940572694,rolling,,48
2____10140____100____49____1219020189____,SH,600547,最优五档即时成交剩余撤销卖出,38.210,200,7642.00,0.00,20260903,93035,11013,0000000001184868,940572693,rolling,,48
2____10140____100____49____1219020189____,SH,601100,最优五档即时成交剩余撤销卖出,100.200,100,10020.00,0.00,20260903,93035,11317,0000000001190981,940572705,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600161,最优五档即时成交剩余撤销卖出,12.180,100,1218.00,0.00,20260903,93036,11357,0000000001201197,940572707,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600161,最优五档即时成交剩余撤销卖出,12.180,100,1218.00,0.00,20260903,93036,11357,0000000001201198,940572707,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600161,最优五档即时成交剩余撤销卖出,12.180,200,2436.00,0.00,20260903,93036,11357,0000000001201199,940572707,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600161,最优五档即时成交剩余撤销卖出,12.180,200,2436.00,0.00,20260903,93036,11357,0000000001201200,940572707,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600161,最优五档即时成交剩余撤销卖出,12.180,100,1218.00,0.00,20260903,93036,11357,0000000001201201,940572707,pca_strategy,,48
2____10140____100____49____1219020189____,SH,601328,最优五档即时成交剩余撤销卖出,7.380,1500,11070.00,0.00,20260903,93036,11257,0000000001207711,940572702,pca_strategy,,48
2____10140____100____49____1219020189____,SH,601898,最优五档即时成交剩余撤销卖出,15.060,100,1506.00,0.00,20260903,93037,12131,0000000001248489,940572723,rolling,,48
2____10140____100____49____1219020189____,SH,601136,最优五档即时成交剩余撤销卖出,15.160,100,1516.00,0.00,20260903,93038,12138,0000000001251911,940572724,rolling,,48
2____10140____100____49____1219020189____,SH,600188,最优五档即时成交剩余撤销卖出,22.000,100,2200.00,0.00,20260903,93040,12049,0000000001326353,940572719,rolling,,48
2____10140____100____49____1219020189____,SH,600346,最优五档即时成交剩余撤销卖出,18.440,100,1844.00,0.00,20260903,93040,12054,0000000001326547,940572720,rolling,,48
2____10140____100____49____1219020189____,SH,601988,最优五档即时成交剩余撤销卖出,6.640,500,3320.00,0.00,20260903,93042,12167,0000000001385536,940572726,rolling,,48
2____10140____100____49____1219020189____,SH,601988,最优五档即时成交剩余撤销卖出,6.640,1300,8632.00,0.00,20260903,93043,12180,0000000001393061,940572727,pca_strategy,,48
2____10140____100____49____1219020189____,SH,600547,最优五档即时成交剩余撤销卖出,38.020,100,3802.00,0.00,20260903,93044,12152,0000000001426629,940572725,rolling,,48
2____10140____100____49____1219020189____,SH,204001,通用回购卖出,1.395,8550,855000.00,0.00,20260903,150129,146717,1200801006609682,,,,48
